Tweet ID,Original Tweet,Preprocessed,Reference Translation: Google Translation,Reference Translation: Microsoft Translation,Translated Tweet: M2M-100 model,Translated Tweet: MarianMT model,Created At,Language
1662587906756583426,"¡Campeones! 🏆 Orgulloso del trabajo y el esfuerzo de todo el equipo. Muy feliz de poder disfrutar de un nuevo título... Ya van 29 🍳😜 ¡Va por vosotros, afición! https://t.co/11Thb8lYZj","!campeones! orgulloso del trabajo y el esfuerzo de todo el equipo. muy feliz de poder disfrutar de un nuevo titulo... ya van 29 !va por vosotros, aficion!","!champions! Proud of the work and effort of the entire team. very happy to be able to enjoy a new title... there are already 29! It's for you, fans!","!Champions! Proud of the work and effort of the whole team. Very happy to be able to enjoy a new title... There are already 29 goes for you, fans!","I'm proud of the work and effort of the whole team, very happy to be able to enjoy a new title... they're 29!","champions! proud of the work and effort of the whole team. very happy to be able to enjoy a new title... now go 29 go for you, hobby!",2023-05-27 22:33:41+00:00,es
1661322893815414785,9 years to the day since the most important goal of my career. https://t.co/T24Niikd9v,9 years to the day since the most important goal of my career.,9 years to the day since the most important goal of my career.,9 years to the day since the most important goal of my career.,9 years to the day since the most important goal of my career.,9 years to the day since the most important goal of my career.,2023-05-24 10:46:58+00:00,es
1660392916097835009,Nuestros pensamientos están con ustedes 🇸🇻🙏💔,nuestros pensamientos estan con ustedes,our thoughts are with you,Our thoughts are with you,Our thoughts are with you,Our thoughts are with you.,2023-05-21 21:11:34+00:00,es
1660389853660434433,"➕3️⃣
Aún no, pero casi. 
Not yet, but almost. 
Pas encore, mais presque. 
#AllezParis 🔴🔵 https://t.co/qjS9ZL5pFv","3
aun no, pero casi.
not yet, but almost.
pas encore, mais presque.
allezparis","3 not yet, but almost. not yet, but almost. pas encore, mais presque. allezparis","3
Not yet, but almost.
not yet, but almost.
pas encore, mais presque.
Allezparis","3 not yet, but almost. not yet, but almost. pas encore, mais presque. allezparis","3 not yet, but almost. not yet, butmost. pas encore, mais presque. allezparis",2023-05-21 20:59:24+00:00,es
1657644532630994945,"🔛 Un paso más. / Another step. / Un pas de plus.
#AllezParis 🔴🔵 https://t.co/RaeU71tTQi","un paso mas. / another step. / un pas de plus.
allezparis",one more step. / another step. / a plus pass. allezparis,"One more step. / another step. / A pas de plus.
Allezparis",One more step. / another step. / one more step. allezparis,one step further. / another step. / a pas of plus. allezparis,2023-05-14 07:10:28+00:00,es
1655329201874956290,"➕3️⃣
➕cerca / closer / près
#AllezParis 🔴🔵 https://t.co/Ni89Y9bAE4","3
cerca / closer / pres
allezparis",3 near / closer / pres allezparis,"3
Close / Closer / Pres
Allezparis",3 near / closer / pres allezparis,3 near / close / pres allezparis,2023-05-07 21:50:10+00:00,es
1654970476462997504,"¡Enhorabuena, @realmadrid! ¡20 Copas del Rey! 🔝💪
Recuerdos imborrables. 🏆 https://t.co/415iQfwUDO","!enhorabuena, realmadrid! !20 copas del rey!
recuerdos imborrables.","Congratulations, Real Madrid! 20 King's Cups! indelible memories.","Congratulations, Realmadrid! 20 Copa del Rey!
Indelible memories.","Good luck, Real Madrid! 20 cups from the king!","Congratulations, realmadrid! 20 cups of the king! indelible memories.",2023-05-06 22:04:44+00:00,es
1650396916117651456,"67 millones de 👧🧒 en el 🌍 no han recibido vacunas contra enfermedades prevenibles debido a la pandemia. Una cifra alarmante que ha causado miles de muertes infantiles. Ayudemos a cambiarlo. Apoyemos la vacunación infantil @unicef_es #LasVacunasFuncionan
https://t.co/yaNHGVhMo0 https://t.co/WlcyMUBEtJ",67 millones de en el no han recibido vacunas contra enfermedades prevenibles debido a la pandemia. una cifra alarmante que ha causado miles de muertes infantiles. ayudemos a cambiarlo. apoyemos la vacunacion infantil unicef_es lasvacunasfuncionan,67 million in the have not received vaccines against preventable diseases due to the pandemic. an alarming figure that has caused thousands of child deaths. Let's help change it. let's support childhood vaccination unicef_es lasvacunasfuncionan,67 million in the country have not received vaccines against preventable diseases due to the pandemic. An alarming figure that has caused thousands of child deaths. Let's help change it. Support childhood vaccination unicef_es vaccines work,67 million in the world have not received vaccines against preventable diseases due to the pandemic. An alarming figure that has caused thousands of child deaths.,67 million have not received vaccines against preventable diseases due to the pandemic. an alarming number that has caused thousands of infant deaths. let's help change it. let's support infant immunization.,2023-04-24 07:11:02+00:00,es
1649533988015337472,"🤔 @elonmusk, eliminating blue badges, forcing payments and making money is one strategy. Eliminating hatred, promoting respect and making @twitter a better place could be another one. Just saying… https://t.co/0l7cWsPi9t","elonmusk, eliminating blue badges, forcing payments and making money is one strategy. eliminating hatred, promoting respect and making twitter a better place could be another one. just saying...","elonmusk, eliminating blue badges, forcing payments and making money is one strategy. eliminating hatred, promoting respect and making twitter a better place could be another one. just saying...","ElonMusk, eliminating blue badges, forcing payments and making money is one strategy. eliminating hatred, promoting respect and making twitter a better place could be another one. just saying...","Elonmusk, eliminating blue badges, forcing payments and making money is one strategy.","eonmusk, eliminating blue badges, forcing payments and making money is one strategy. eliminating hatred, promoting respect and making twitter a better place could be another one. just saying...",2023-04-21 22:02:04+00:00,es
1647350055374921729,"Importante victoria en casa. Más cerca del objetivo.
An important home win. That bit closer to our objective. 
Victoire importante à domicile. Plus près de l’objectif.
#AllezParis 🔴🔵 https://t.co/GsC6qYLpLA","importante victoria en casa. mas cerca del objetivo.
an important home win. that bit closer to our objective.
victoire importante a domicile. plus pres de l'objectif.
allezparis",important victoria in casa. mas cerca del objetivo. an important home win. that bit closer to our objective. big win at home. closer to the target. go Paris,"Important victory at home. closer to the target.
an important home win. that bit closer to our objective.
victoire important to domicile. Plus pres de l'objectif.
Allezparis",important victory at home. closer to the goal. an important home win. that bit closer to our objective. important victory at home. plus pres de l'objectif. allezparis,important victory at home. closer to the goal. an important home win. that bit closer to our objective. victoire important to home. plus pres de l'objectif. allezparis,2023-04-15 21:23:54+00:00,es
1644817309112868867,"Muy contento de volver con victoria y con gol. 🍳
Very happy to come back with a win and a goal. 🍳
Très heureux de revenir avec une victoire et un but. 🍳
#AllezParis 🔴🔵 https://t.co/MtS5GkyExP","muy contento de volver con victoria y con gol.
very happy to come back with a win and a goal.
tres heureux de revenir avec une victoire et un but.
allezparis",muy contento de volver con victoria y con gol. very happy to come back with a win and a goal. very happy to come back with a victory and a goal. go Paris,"Very happy to come back with victory and goal.
very happy to come back with a win and a goal.
Tres heureux de revenir avec une victoire et un but.
Allezparis",Very happy to come back with a win and a goal.,very happy to come back with victory and goal. very happy to come back with a win and a goal. three heureux de revenir avec une victoire et un but. allezparis,2023-04-08 21:39:40+00:00,es
1638567494599294977,"Brother, el fútbol te da las gracias por tu fútbol. Mucha magia en tus botas. 🪄 Disfruta, vive y nos vemos pronto. 😍😘
Brother, football thanks you for your football. Magic in your boots. 🪄 Enjoy, live and see you soon. 😍😘 @M10 https://t.co/5tdw9GmPkg","brother, el futbol te da las gracias por tu futbol. mucha magia en tus botas. disfruta, vive y nos vemos pronto.
brother, football thanks you for your football. magic in your boots. enjoy, live and see you soon. m10","brother, soccer thanks you for your soccer. a lot of magic in your boots. enjoy, live and see you soon. brother, football thanks you for your football. magic in your boots. enjoy, live and see you soon. m10","Brother, football thanks you for your football. A lot of magic in your boots. Enjoy, live and see you soon.
brother, football thanks you for your football. magic in your boots. enjoy, live and see you soon. M10","Brother, football thanks you for your football. Magic in your boots. Enjoy, live and see you soon.","brother, football thanks you for your football. lots of magic in your boots. enjoy, live and see you soon. brother, football thanks you for your football. magic in your boots. enjoy, live and see you soon. m10",2023-03-22 15:45:08+00:00,es
1634694229942321159,➕3️⃣ #AllezParis https://t.co/FErBzOUxUc,3 allezparis,3 allezparis,3 allezparis,3 going to,3 allezparis,2023-03-11 23:14:10+00:00,es
1633875972364677120,"en el contexto de una expresión (malsonante, eso sí) que decimos habitualmente en el fútbol. No inventemos ni busquemos donde no hay.
[2/2]","en el contexto de una expresion (malsonante, eso si) que decimos habitualmente en el futbol. no inventemos ni busquemos donde no hay.
[2/2]","in the context of an expression (swearing, yes) that we usually say in soccer. let's not invent or search where there is none. [2/2]","In the context of an expression (bad, yes) that we usually say in football. Let us not invent or search where there is none.
[2/2]","In the context of an expression (slanging, that's yes) that we usually say in football. We don't invent or look where there isn't.","in the context of an expression (malsonant, that if) that we say habitually in football. let us not invent or search where there is none. [2/2]",2023-03-09 17:02:42+00:00,es
1633875862905815058,"No suelo entrar en estas cosas, pero no quiero que se dé por bueno algo que no se ha producido. En ningún momento digo París, hago un sonido de decepción “pssss” o “pfff”
[1/2]","no suelo entrar en estas cosas, pero no quiero que se de por bueno algo que no se ha producido. en ningun momento digo paris, hago un sonido de decepcion ""pssss"" o ""pfff""
[1/2]","I don't usually go into these things, but I don't want something that hasn't happened to be taken for granted. I never say paris, I make a disappointed sound ""pssss"" or ""pfff"" [1/2]","I don't usually go into these things, but I don't want something that hasn't happened to be taken for granted. At no time do I say Paris, I make a disappointing sound ""PSSSS"" or ""PFFF""
[1/2]","I don't usually get into these things, but I don't want you to take for granted something that hasn't happened.","I don't usually get into these things, but I don't want something that hasn't happened to be good. At no time do I say paris, I make a sound of disappointment ""pssss"" or ""pfff"" [1/2]",2023-03-09 17:02:16+00:00,es
1633875544004767744,"dans le contexte d'une expression (grossière, certes) que nous avons l'habitude de dire dans le football. N'inventons pas, ne cherchons pas quelque chose là où il n’y a rien.
[2/2]","dans le contexte d'une expression (grossiere, certes) que nous avons l'habitude de dire dans le football. n'inventons pas, ne cherchons pas quelque chose la ou il n'y a rien.
[2/2]","in the context of an expression (crude, admittedly) that we are used to saying in football. let's not invent, let's not look for something where there is nothing. [2/2]","Dans le contexte d'une expression (grossiere, certes) que nous avons l'habitude de dire dans le football. N'inventons pas, ne cherchons pas quelque chose la ou il n'y a rien.
[2/2]","In the context of an expression (grossiere, of course) we have the habit of saying dans le football.","dans le contexte d'une expression (grossiere, certes) que nous avons l'habitude de dire dans le football. n'inventons pas, ne cherchons pas quelque chose la ou il n'y a rien. [2/2]",2023-03-09 17:01:00+00:00,es
1633875374714044416,"Je n'ai pas l'habitude de m'étendre sur ce sujet, mais je ne veux pas reconnaître quelque chose qui n'est pas arrivée. A aucun moment je ne dis Paris, je fais un bruit de déception « pssss » ou « pfff »
[1/2] https://t.co/1kmsEnYHR6","je n'ai pas l'habitude de m'etendre sur ce sujet, mais je ne veux pas reconnaitre quelque chose qui n'est pas arrivee. a aucun moment je ne dis paris, je fais un bruit de deception "" pssss "" ou "" pfff ""
[1/2]","I don't usually dwell on this subject, but I don't want to acknowledge something that didn't happen. at no time do I say paris, I make a sound of disappointment ""pssss"" or ""pfff"" [1/2]","Je n'ai pas l'habitude de m'etendre sur ce sujet, mais je ne veux pas reconnaitre quelque chose qui n'est pas arrivee. A aucun moment je ne dis paris, je fais un bruit de deception "" pssss "" ou "" pfff ""
[1/2]","I am not used to hanging around on this subject, but I do not want to acknowledge anything that is not yet arrived.","je n'ai pas l'habitude de m'etendre sur ce sujet, mais je ne veux pas reconnaitre quelque chose qui n'est pas arrivale. a aucun moment je ne dis paris, je fais un bruit de designation "" psss "" ou "" pfff "" [1/2]",2023-03-09 17:00:19+00:00,es
1633622032150675456,"Profonde déception pour vous et pour nous. Nous n'étions pas au niveau #UCL. Nous n'avons pas bien géré les détails et notre objectif a disparu. C'est douloureux, mais les champions renaissent de la défaite et se forgent dans l'adversité. Nous reviendrons ! @PSG_inside","profonde deception pour vous et pour nous. nous n'etions pas au niveau ucl. nous n'avons pas bien gere les details et notre objectif a disparu. c'est douloureux, mais les champions renaissent de la defaite et se forgent dans l'adversite. nous reviendrons ! psg_inside","deep disappointment for you and for us. we were not at ucl level. we didn't manage the details well and our objective disappeared. it's painful, but champions are reborn from defeat and forged through adversity. we will come back ! psg_inside","Profonde deception pour vous et pour nous. Nous n'etions pas au niveau ucl. Nous n'avons pas bien gere les details et notre objectif a disparu. C'est douloureux, mais les champions renaissent de la defaite et se forgent dans l'adversite. Nous reviendrons ! psg_inside","We are not well aware of the details and our objective to disappear. It is painful, but the champions are reborn from defeat and are forging in the adventure. We will return!","profonde deception pour vous et pour nous. nous n'etions pas au niveau ucl. nous n'avons pas bien gere les details et notre objectif a disparu. c'est douloureux, mais les champions renaissent de la defaite et se forgent dans l'adversite. nous reviendrons! psg_inside",2023-03-09 00:13:38+00:00,es
1633621520554635264,"Deeply disappointed for you and for us. We were not at the level that the #UCL requires. We didn't handle the small details that are key and our main objective is gone. It's painful, but champions are reborn from defeat and forged in adversity. We’ll be back!
@PSG_English","deeply disappointed for you and for us. we were not at the level that the ucl requires. we didn't handle the small details that are key and our main objective is gone. it's painful, but champions are reborn from defeat and forged in adversity. we'll be back!
psg_english","deeply disappointed for you and for us. we were not at the level that the ucl requires. we didn't handle the small details that are key and our main objective is gone. it's painful, but champions are reborn from defeat and forged in adversity. we'll be back!
psg_english","deeply disappointed for you and for us. we were not at the level that the ucl requires. we didn't handle the small details that are key and our main objective is gone. it's painful, but champions are reborn from defeat and forged in adversity. we'll be back!
psg_english","We weren't at the level that the ucl requires. we didn't handle the small details that are key and our main objective is gone. it's painful, but champions are reborn from defeat and forged in adversity. we'll be back!","Deeply disappointed for you and for us. we were not at the level that the ucl requires. we didn't handle the small details that are key and our main objective is gone. it's wonderful, but champions are reborn from defeat and forged in advertity. we'll be back! psg_english",2023-03-09 00:11:36+00:00,es
1633621407442583554,"Profundamente decepcionados por vosotros y por nosotros. No estuvimos al nivel que requiere la #UCL. No supimos manejar los detalles clave y se nos escapa el principal objetivo. Es doloroso, pero los campeones renacen de la derrota y se forjan en la adversidad. ¡Volveremos! https://t.co/jC92pveH5i","profundamente decepcionados por vosotros y por nosotros. no estuvimos al nivel que requiere la ucl. no supimos manejar los detalles clave y se nos escapa el principal objetivo. es doloroso, pero los campeones renacen de la derrota y se forjan en la adversidad. !volveremos!","deeply disappointed by you and by us. we were not at the level required by ucl. we did not know how to handle the key details and the main objective escapes us. It's painful, but champions are reborn from defeat and forged in adversity. !we will be back!","Deeply disappointed by you and us. We were not at the level that UCL requires. We did not know how to handle the key details and we miss the main objective. It is painful, but champions are reborn from defeat and forged in adversity. !'ll!","We were not at the level required by the UN. We were not able to handle the key details and we missed the main objective. It is painful, but champions are born again from defeat and forged into adversity.","deeply disappointed by you and us. we were not at the level required by ucl. we did not manage the key details and we missed the main goal. it is painful, but the champions are reborn from defeat and forged in adversity. we will return!",2023-03-09 00:11:09+00:00,es
1632144689603174409,"➕3⃣ 🔜 #ChampionsLeague
Allez, les gars !
🔴🔵 #AllezParis https://t.co/JiiNh2ENyg","3 championsleague
allez, les gars !
allezparis","3 championsleague come on, guys! go Paris","3 Champions League
allez, les gars !
Allezparis","3 champions league allez, les gars!","3 championsleague allez, les gars! allezparis",2023-03-04 22:23:12+00:00,es
1629967608756817923,"¡#LeClassique es nuestro! Muy buen partido fuera de casa y gran victoria con portería a cero.
#LeClassique is ours! Excellent away win and a clean sheet. 
#LeClassique est à nous ! Un très bon match à l'extérieur et une belle victoire sans but encaissé. 
#AllezParis https://t.co/LV8S2r8jgl","!leclassique es nuestro! muy buen partido fuera de casa y gran victoria con porteria a cero.
leclassique is ours! excellent away win and a clean sheet.
leclassique est a nous ! un tres bon match a l'exterieur et une belle victoire sans but encaisse.
allezparis",!leclassique is ours! Very good game away from home and a great victory with a clean sheet. Leclassique is ours! excellent away win and a clean sheet. Leclassique is here for us! un tres bon match a l'exterieur et une belle victoire sans but encaisse. allezparis,"Leclassique is ours! Very good away game and great victory with a clean sheet.
Leclassique is ours! excellent away win and a clean sheet.
Leclassique est a nous ! Un tres bon match a l'exterieur et une belle victoire sans but encaisse.
Allezparis",Leclassique is ours! excellent away win and a clean sheet. Leclassique is a nous! a three bon match à l'extérieur et une belle victoire sans but encaisse. allezparis,leclassique is ours! very good match out of home and great win with porteria to zero. leclassique is ours! excellent away win and a clean sheet. leclassique est a nous! a three bon match a l'exterieur et une belle victoire sans but encaisse. allezparis,2023-02-26 22:12:15+00:00,es
1629074627887525890,"""ESPERANZA"" es la obra de Patrizia, de 15 años, refugiada ucraniana en Rumanía. Como ella, 7,8 millones de 👦y👧llevan 1 año sufriendo violencia, trauma, pérdidas, destrucción y desplazamiento. Apoyemos a @unicef_es para seguir ayudándoles. https://t.co/C0NXuiNjDk https://t.co/QmCV1PYhpZ","""esperanza"" es la obra de patrizia, de 15 anos, refugiada ucraniana en rumania. como ella, 7,8 millones de yllevan 1 ano sufriendo violencia, trauma, perdidas, destruccion y desplazamiento. apoyemos a unicef_es para seguir ayudandoles.","""hope"" is the work of 15-year-old patrizia, a ukrainian refugee in romania. Like her, 7.8 million have been suffering violence, trauma, loss, destruction and displacement for 1 year. let's support unicef_es to continue helping them.","""Hope"" is the work of 15-year-old Patrizia, a Ukrainian refugee in Romania. Like her, 7.8 million Yhave been suffering violence, trauma, loss, destruction and displacement for 1 year. Let's support unicef_es to continue helping them.","""Hope"" is the work of a 15-year-old patricia, a Ukrainian refugee in Romania. Like her, 7.8 million people are suffering violence, trauma, loss, destruction and displacement for one year.","""hope"" is the work of Patrizia, 15 years old, Ukrainian refugee in Romania. like her, 7.8 million yleavan 1 year suffering violence, trauma, loss, destruction and displacement. let's support unicef_es to continue helping them.",2023-02-24 11:03:52+00:00,es
